gene_name,control_0,control_1,control_2,control_3,control_4,control_5,control_6,control_7,control_8,control_9,tachyon_0,tachyon_1,tachyon_2,tachyon_3,tachyon_4,tachyon_5,tachyon_6,tachyon_7,tachyon_8,tachyon_9
XPQ5,664.6988735684698,408.99912084642835,456.24360472080514,667.6889294313489,377.2368128403825,1014.6596883711333,1685.9697411135198,651.4269392946829,1602.6336039547202,1290.682237309123,112.59286537976155,76.26727491140599,232.4624292100498,161.23786842998132,103.49417211057018,38.56501462455641,71.08493268407238,87.81306844108029,147.14921382607048,46.207763443875834
CCO3,15.088204814745572,23.592555360818054,18.903969666306413,15.179185266374327,14.03532895425117,55.30498355570387,11.271889047025741,16.034205880538796,12.305053406186264,11.262950282223482,56.15049247552443,11.909691801737852,34.76217766940277,26.202281809189138,62.72409381152201,22.364778461891543,21.742087431636858,26.6149027093626,30.448944832446823,42.8798029012675
QJW3,18.908649793530643,13.9759279253656,12.07590178259176,36.342257296776985,12.83870900995401,17.38803169486545,39.3472687692651,28.799523036402867,23.125427513886095,19.04839941626337,58.57684311702011,41.233798456774444,41.94628522216584,48.769722333065765,83.05917877417754,49.30390654332208,45.016567300506516,66.20797806304722,53.9161450585621,45.27450029546327
EBN6,20.402094415437038,44.60416029007775,15.125771888495125,41.11183041773026,23.42000869452631,35.23210351242264,86.25481295423887,137.9362759157504,36.55970429126942,27.16379729625709,54.705555684523794,35.89761446363739,59.15712426934795,55.0434229775885,80.38451282399829,42.61461129480704,29.15930574919525,38.29463247092496,73.46620202675626,31.787099038143694
HRP2,11.797595100835435,14.747975141267816,6.922999365923747,11.931876727686774,20.73044655174737,15.115597574962967,12.558447149768464,25.923034550208566,22.902440966678824,7.050125730992554,221.3233882962979,170.4033528569611,69.20994747918736,120.26744643481004,119.17619865276632,87.18805152540385,58.14418889537869,85.32004708296687,204.8565811983171,105.49865441693424
XHQ3,10.549847494834138,46.611597398254624,39.20042678467052,18.368590046037554,58.925594758795874,59.15620064482491,58.91612903636478,43.619021387068045,34.593943672569615,108.08487750903011,157.63878265839352,136.58352331451476,257.0866349702427,157.50928030858668,154.72998108373184,224.25245018814894,70.91966422607034,90.43658829372924,129.53175980077663,280.2398656666791
RQP8,22.831464111426705,12.215599000529345,19.135636209925167,63.38067067488124,19.29532092158176,26.0446358716764,23.22534627154853,34.48920171392773,31.333618530979553,54.79492650710545,231.0771751817506,290.87929079310726,508.7549849877958,217.46630181983335,267.56080213605264,458.4995904394261,258.71792830994593,217.22448558613019,443.04218674328297,197.5804164339498
MSA9,1100.4466749131004,1583.408387087614,1440.605879758809,790.7129220759932,3057.1286495185836,807.1969852552028,793.6449181192422,2241.4786861750877,1444.905735385201,2066.2937822413633,7859.914800003515,23905.94505787002,21282.452551219423,9384.650643475294,11288.634054919676,7345.894661736658,6138.757944604746,11774.929631498504,8220.233182701017,5798.469017119566
KRV5,16.524665179254498,7.766120301415811,22.030386779140503,56.91131742820772,29.952240439651007,21.188336079236425,21.191634846028784,13.774166983879041,19.79388114147228,68.15512764837648,35.91158328956042,60.12597366757983,16.77559086266184,73.10856194853937,24.157716402475174,38.05831027951254,18.925568425878357,31.641064577669425,14.226041276040354,47.51272518314824
TVO1,6.882554634176068,9.80399947806733,5.392196243603619,6.978786968889972,17.337224318439805,8.76374052731271,6.019636145910243,6.1016146335607555,11.757050765742422,7.143468475976847,0.19348083157510354,0.4860236026942982,0.19610525796951866,0.3073542004059605,0.4533945432267588,0.25980247975854814,0.3782074659364236,0.3404515353663218,0.4474481252483344,0.4398430159924102
DUP8,129387.35263968242,269389.5034582551,183622.7348489621,168997.94328203096,281840.8401066905,189885.67301773882,787263.2335951839,106004.24082673126,95856.82830341083,230033.3253414216,557396.3976653955,406522.45766303164,629523.5767761732,1567086.8404830068,1749823.0657670714,855798.3935383605,1137111.9133991825,1208518.7973572263,826055.018082533,1396052.985260724
DJQ5,9.437911000152587,25.265944384554505,32.989260268662534,25.2530346242301,5.508655278781923,22.903782679796834,12.073980113543504,6.460455317120197,5.142936184940442,12.72203326601264,5.6752223646355455,4.67121100478764,4.5560569799225945,16.520699068657223,4.018800361534265,6.521492633556085,17.74629754556015,5.143301840252993,6.1906895052194235,10.081562217088988
SNX2,4.6004458350354955,13.361170027383677,21.19681444085057,10.18942653287604,5.535190374744316,4.335155836543063,6.078515453948645,11.937880380831576,6.432624973579126,8.000362843481964,0.32604114867814965,0.3259531927578205,0.34462181071678555,0.12856179162190967,0.5709669068490524,0.4269370204964911,0.3110406207699145,0.8610688395506103,0.71525126018063,0.8341358633455361
KWA8,351.22596130428224,346.9953708664286,285.4721673674206,213.83607123913472,167.00061993937746,263.4914361981789,181.5454936747983,120.23452246614845,51.219822900345605,1090.5610733640685,336.461023059004,168.4962815102226,269.0625133449729,966.0729452849482,273.4885962794343,108.17796290383401,253.68306344881358,107.8424327627713,190.58397869821752,70.49334167738913
EDX1,5.830675431746032,24.512203870912582,12.742680039247642,17.629526577512625,43.31375214932904,23.55228303156649,57.84562776259366,17.042060411607483,20.179091564707644,17.492546542088785,89.68591689728923,120.35602553999007,70.97391495379195,125.33401486271275,151.42497506529054,176.11896671381857,100.02836933563147,61.193837539182056,83.5374833095815,40.43020162529051
ZWG6,519.6648532542201,321.5710425054351,617.8674111456919,234.86910317892415,395.79428807485687,553.0945066234424,270.06266552467764,239.29192831584874,400.89241723402296,909.555962681108,1217.0548274560736,880.0175406130321,1513.6211379829756,909.4468440842029,579.6972316286792,1601.2088323148068,3551.641297693207,1258.170012206827,973.3516239248271,792.705816340618
TZC4,153.49405373508893,77.23797620627502,54.72274105755852,96.8138123493984,64.69772176338297,62.81128924088393,90.25867862279839,59.23696162817503,33.72257424703549,68.8463921807039,22.444737782163738,66.20115893623178,136.9203486482536,133.08979378489568,83.952821707678,42.49615920295774,52.88527855597196,75.82845200562419,59.73967703359877,43.5149446691764
RNF4,7.256549715104939,2.813977004175128,7.010590124749544,3.2189333302129612,5.142742654139915,9.66636374387154,4.163049061336607,10.205533270744976,11.296682432670382,3.8327022785371585,9.585176539201656,20.47823933517047,4.8468061166956415,3.0002784433327907,7.0303758282331135,10.993937176735754,6.066247469336608,3.529275584144429,11.332321647811401,7.170791325099782
DUK9,398.0054976902683,390.19739844072006,312.56143816681276,322.0051841709578,818.5520515933722,104.072596584152,257.38821039519604,595.6006247482455,810.4402738074591,606.8717396895402,2838.081454632295,1923.271060992035,1043.4908603263032,2055.8153496169393,1315.1230071663035,1295.9121466817178,1016.0640416839634,3057.134963311244,2583.6246983831834,1525.6281762437839
MVS8,3.103793030466565,3.0801268414018503,4.865412424991366,1.6327292067560564,5.181528312688568,1.464365722061144,10.945447191138895,4.204596140216528,2.8470791930077457,4.6739985308771494,0.44004676199453086,0.996625806574119,0.16092549839031967,0.4751554982433151,0.9687394432931851,0.5718176436708262,0.8441001816060223,1.3042979957322975,0.4547807261320453,0.3744531335516686
JIW3,91.31462118697638,154.83374996004704,73.477710547921,131.56379525065333,131.5584762799961,90.34929596561321,89.76875793318533,166.08092611227255,152.22142848783866,122.99913834284449,333.94288230447034,203.41693330289712,290.70330445931097,290.5305809732438,357.31598521937815,372.24908697850634,435.3403470499795,558.7552777099997,239.07053327693276,178.30424877132742
TCD7,836.1551313964057,815.5440220880594,698.6237676867485,1105.166716911513,895.9881414319555,292.7366064346487,719.4007748628154,1114.339075139956,961.6396397654341,556.9935562286563,433.8357503949517,88.69184209418252,285.1546924138676,80.94771393851755,304.36063313361166,244.4510224695667,177.65574628607732,260.0943684358479,99.19705767259755,314.7420113809722
RCX2,14.269721280414618,11.681985404551503,24.819378263895118,38.68375979706534,20.181649928463887,35.201604587627166,32.12631824057921,29.465267016713174,28.53752729070666,10.842601608940129,12.33450157774425,14.519032350495722,8.36599838547556,20.081675666402866,3.806292663343671,5.83354534115467,4.108177658860789,10.333711361912961,15.886266667909137,5.859826004882566
AKV4,3823.2036470387966,4900.97097882902,5399.894374949377,3674.081240278913,6611.305093218493,3345.8529443195475,3944.264019733009,1958.1365133411255,3706.7480350954825,2573.6505417080534,435.5496174705565,269.2218136080847,448.6506251518235,486.2253073678415,1593.670078722751,426.4009022852297,514.8925354223642,1349.8620599610017,393.99827684194327,510.57187010103553
NRV3,96.35956284990931,67.63301791590874,82.06894506020998,57.27397874940213,50.81082756334645,78.50846060830239,76.64604457676379,75.34897659060799,103.68087570977431,41.17154291456005,611.5669493989983,98.94863407601552,101.68224244574617,386.9573580600382,323.1521513863434,254.7263595680374,297.8015311681848,190.2146425299044,260.54187245195016,164.73439347719102
LFM7,3.187386320591922,8.347684921267,9.763611115929123,6.781818426748177,6.257018053394371,11.252847900722836,16.381346050369725,3.1014790977741784,2.161855726226687,2.662149347022774,21.3624252907044,45.36129752807906,36.309203454619805,30.668312767459554,62.281558174442715,48.035193924741215,38.73431475100419,34.72127831902568,44.158022311729155,33.60771833459403
